order_id,vendor_id,order_amount,order_time,delivery_status,customer_rating,refund_requested
184,132,19589,5/3/2026,Delivered,3.9,FALSE
185,130,4143,4/29/2026,Delivered,4.5,FALSE
186,88,17312,4/23/2026,Delivered,4.2,TRUE
187,140,21960,4/21/2026,Delivered,4,FALSE
188,117,4430,4/16/2026,Delivered,4.9,FALSE
189,4,17661,4/24/2026,Failed,,FALSE
190,213,9535,5/5/2026,Delivered,4,FALSE
191,120,12857,5/9/2026,Delivered,4.7,FALSE
192,30,4790,4/28/2026,Delivered,4.6,TRUE
193,107,12252,5/12/2026,Delivered,4.4,FALSE
194,179,18759,5/14/2026,Delivered,4.3,FALSE
195,41,8262,4/29/2026,Delivered,4.9,FALSE
196,113,16613,4/19/2026,Delivered,4.3,FALSE
197,69,5344,5/1/2026,Delivered,4.7,FALSE
198,165,5962,4/28/2026,Delivered,4.3,FALSE
199,91,11317,4/22/2026,Delivered,4.3,FALSE
200,132,8770,4/20/2026,Delivered,4,FALSE
201,193,9476,4/28/2026,Delivered,4.8,FALSE
202,95,6670,4/27/2026,Delivered,4.3,FALSE
203,18,16189,5/8/2026,Delivered,3.8,FALSE
204,116,19383,5/5/2026,Delivered,4.4,FALSE
205,246,18289,4/25/2026,Delivered,1.1,TRUE
206,239,21686,4/22/2026,Delivered,4.8,FALSE
207,107,16353,4/28/2026,Delivered,4.9,FALSE
208,25,4392,4/27/2026,Delivered,4.9,FALSE
209,126,18567,5/13/2026,Delivered,3.9,FALSE
210,131,4911,4/19/2026,Failed,,TRUE
211,141,4531,4/25/2026,Failed,,FALSE
212,102,7865,4/28/2026,Delivered,4.1,FALSE
213,46,4624,4/21/2026,Delivered,4.4,FALSE
214,156,12623,4/19/2026,Delivered,4.3,FALSE
215,120,7590,4/24/2026,Delivered,5,FALSE
216,240,16841,5/11/2026,Failed,,TRUE
217,99,20428,5/9/2026,Delivered,4.1,TRUE
218,12,9740,4/22/2026,Delivered,4.9,FALSE
219,239,9057,4/15/2026,Failed,,FALSE
220,235,14512,5/13/2026,Delivered,3.9,FALSE
221,185,8341,4/16/2026,Delivered,4.5,FALSE
222,244,10992,5/10/2026,Delivered,4.1,FALSE
223,92,18512,5/10/2026,Delivered,4.6,FALSE
224,101,21056,4/23/2026,Delivered,4.8,FALSE
225,140,13758,4/14/2026,Delivered,3.8,TRUE
226,20,8187,5/8/2026,Delivered,4.4,FALSE
227,2,9971,4/15/2026,Cancelled,,TRUE
228,256,6349,5/2/2026,Cancelled,,TRUE
229,245,19197,4/24/2026,Delivered,3.8,FALSE
230,166,16685,4/28/2026,Delivered,4.8,FALSE
231,105,21290,5/12/2026,Delivered,4.5,TRUE
232,97,9432,5/5/2026,Delivered,4.7,FALSE
233,125,18253,5/6/2026,Failed,,FALSE
234,53,16729,5/9/2026,Delivered,4.6,FALSE
235,53,10811,4/20/2026,Delivered,4,FALSE
236,5,21078,5/6/2026,Cancelled,,TRUE
237,236,21373,4/28/2026,Delivered,4.5,FALSE
238,172,7976,4/19/2026,Delivered,4,TRUE
239,228,5401,4/20/2026,Delivered,2.8,FALSE
240,29,18790,5/6/2026,Delivered,3.8,TRUE
241,62,8492,5/5/2026,Delivered,4.1,FALSE
242,35,16967,5/8/2026,Delivered,4.3,TRUE
243,120,21444,4/27/2026,Failed,,TRUE
244,109,10322,4/18/2026,Failed,,FALSE
245,136,18197,4/21/2026,Delivered,4.3,FALSE
246,244,19224,4/28/2026,Delivered,4.2,FALSE
247,34,5336,4/20/2026,Delivered,4,TRUE
248,25,13847,5/1/2026,Delivered,4.5,FALSE
249,173,20078,4/18/2026,Delivered,4.9,TRUE
250,50,14932,4/25/2026,Failed,,FALSE
251,20,5823,4/18/2026,Delivered,4.3,FALSE
252,157,16997,4/30/2026,Delivered,4.2,FALSE
253,31,4893,4/22/2026,Failed,,FALSE
254,20,10495,5/9/2026,Failed,,FALSE
255,85,18830,4/30/2026,Failed,,FALSE
256,31,4463,4/27/2026,Delivered,5,FALSE
257,135,19188,5/6/2026,Delivered,4.4,TRUE
258,186,8770,5/9/2026,Failed,,FALSE
259,107,19939,4/18/2026,Delivered,4.3,FALSE
260,77,11915,4/29/2026,Delivered,4.8,FALSE
261,159,5110,4/16/2026,Delivered,4.6,FALSE
262,153,11452,5/5/2026,Delivered,4.8,FALSE
263,148,11535,4/19/2026,Failed,,FALSE
264,135,9379,5/9/2026,Failed,,FALSE
265,142,14282,4/29/2026,Delivered,4.9,FALSE
266,128,7112,4/23/2026,Delivered,4.8,FALSE
267,39,4768,5/11/2026,Delivered,4,TRUE
268,177,6662,4/16/2026,Delivered,4.9,FALSE
269,260,5206,4/14/2026,Failed,,FALSE
270,114,13937,4/26/2026,Delivered,4.9,TRUE
271,8,18158,4/21/2026,Failed,,FALSE
272,119,6694,5/12/2026,Delivered,4.5,FALSE
273,33,18143,5/2/2026,Delivered,4.1,TRUE
274,184,12741,4/25/2026,Failed,,FALSE
275,52,8957,4/24/2026,Delivered,3.8,TRUE
276,96,16429,4/27/2026,Delivered,4.9,TRUE
277,107,4364,5/7/2026,Delivered,4.1,FALSE
278,140,19448,4/21/2026,Delivered,4,FALSE
279,226,11976,5/8/2026,Delivered,3.6,FALSE
280,171,15620,4/23/2026,Delivered,4.1,TRUE
281,117,17337,5/8/2026,Delivered,4.4,FALSE
282,48,5181,4/28/2026,Failed,,FALSE
283,239,19323,4/20/2026,Delivered,4,FALSE
284,60,19066,4/24/2026,Delivered,4.3,FALSE
285,104,16683,4/18/2026,Delivered,4.8,FALSE
286,143,11145,5/9/2026,Delivered,4.1,FALSE
287,139,14693,4/24/2026,Delivered,4.5,TRUE
288,101,10196,4/14/2026,Delivered,4.1,FALSE
289,111,4894,5/5/2026,Delivered,4.6,FALSE
290,190,7721,4/17/2026,Failed,,FALSE
291,239,21408,5/8/2026,Delivered,4.9,TRUE
292,182,7118,5/11/2026,Delivered,4.1,FALSE
293,251,20974,5/14/2026,Cancelled,,FALSE
294,181,8957,4/24/2026,Failed,,FALSE
295,131,8536,4/23/2026,Failed,,FALSE
296,190,13371,4/16/2026,Failed,,FALSE
297,7,13207,5/4/2026,Delivered,4.2,FALSE
298,35,12671,4/27/2026,Delivered,4.6,FALSE
299,81,8701,5/14/2026,Delivered,4,FALSE
300,235,8325,5/2/2026,Delivered,4.6,TRUE
301,191,6519,5/12/2026,Delivered,5,TRUE
302,76,20324,4/25/2026,Failed,,TRUE
303,221,4636,5/1/2026,Failed,,FALSE
304,57,10177,5/8/2026,Delivered,4.9,TRUE
305,189,10453,5/10/2026,Delivered,4.8,FALSE
306,158,7260,4/23/2026,Delivered,4,TRUE
307,76,17053,4/29/2026,Delivered,4.6,FALSE
308,66,10395,4/25/2026,Delivered,4.7,TRUE
309,95,10690,4/28/2026,Delivered,4.8,TRUE
310,134,4966,5/8/2026,Delivered,4.9,TRUE
311,142,6157,5/8/2026,Failed,,FALSE
312,118,4973,5/3/2026,Delivered,5,FALSE
313,99,11365,5/13/2026,Failed,,FALSE
314,91,19523,5/1/2026,Delivered,4.4,FALSE
315,178,21760,5/10/2026,Delivered,3.8,FALSE
316,80,7769,5/7/2026,Delivered,4.4,FALSE
317,235,18036,4/28/2026,Delivered,4.6,TRUE
318,115,11722,4/19/2026,Failed,,TRUE
319,6,4679,4/25/2026,Delivered,4.9,FALSE
320,93,17623,4/19/2026,Delivered,4.6,FALSE
321,176,17205,4/28/2026,Delivered,4.2,FALSE
322,33,10904,5/4/2026,Delivered,3.9,FALSE
323,17,9368,5/6/2026,Delivered,4.7,TRUE
324,168,13434,4/30/2026,Failed,,FALSE
325,99,21931,4/26/2026,Failed,,FALSE
326,231,7392,5/5/2026,Failed,,FALSE
327,67,8038,4/20/2026,Delivered,4.7,FALSE
328,166,13083,4/23/2026,Delivered,4.7,FALSE
329,242,4673,5/7/2026,Delivered,4.5,FALSE
330,18,15915,4/30/2026,Delivered,4.6,FALSE
331,119,11998,4/20/2026,Delivered,4.4,FALSE
332,47,7699,5/1/2026,Delivered,4.3,FALSE
333,33,15925,5/3/2026,Delivered,4.3,FALSE
334,34,13209,4/20/2026,Delivered,3.9,FALSE
335,34,12959,5/8/2026,Delivered,4.8,FALSE
336,60,10443,5/8/2026,Failed,,FALSE
337,49,4709,5/13/2026,Failed,,FALSE
338,193,20796,5/4/2026,Delivered,3.8,FALSE
339,189,5602,4/25/2026,Delivered,4,TRUE
340,30,18031,4/15/2026,Delivered,4.9,FALSE
341,181,8161,4/28/2026,Delivered,4.4,FALSE
342,32,18637,4/27/2026,Delivered,4.2,FALSE
343,190,9629,5/9/2026,Delivered,4.8,FALSE
344,18,4174,4/24/2026,Delivered,4.2,FALSE
345,125,21192,5/4/2026,Delivered,4.2,FALSE
346,99,7292,4/17/2026,Failed,,TRUE
347,130,8893,5/11/2026,Failed,,TRUE
348,244,11591,4/30/2026,Delivered,4,FALSE
349,212,5056,4/27/2026,Delivered,3.1,TRUE
350,167,12688,4/29/2026,Failed,,FALSE
351,172,10836,5/4/2026,Delivered,4.8,FALSE
352,213,21522,5/3/2026,Delivered,3.9,FALSE
353,36,19977,5/5/2026,Failed,,FALSE
354,22,8709,5/5/2026,Delivered,4.6,FALSE
355,190,13447,5/3/2026,Delivered,4.4,FALSE
356,193,16610,4/27/2026,Delivered,4.6,TRUE
357,73,12675,4/17/2026,Failed,,FALSE
358,158,20057,4/27/2026,Delivered,4.6,FALSE
359,48,13100,5/8/2026,Failed,,TRUE
360,50,5348,4/25/2026,Failed,,FALSE
361,71,9956,5/1/2026,Delivered,4.4,FALSE
362,156,15580,4/16/2026,Failed,,FALSE
363,27,12264,4/29/2026,Failed,,FALSE
364,141,12047,5/6/2026,Delivered,4.7,TRUE
365,10,5848,5/4/2026,Failed,,FALSE
366,157,13884,4/25/2026,Delivered,4.9,FALSE
367,159,7723,5/12/2026,Failed,,FALSE
368,105,18856,4/22/2026,Delivered,4.2,TRUE
369,236,15156,5/10/2026,Failed,,FALSE
370,203,12146,4/24/2026,Delivered,2.8,FALSE
371,98,10393,4/19/2026,Delivered,4.6,FALSE
372,18,20144,5/14/2026,Failed,,FALSE
373,204,17365,5/14/2026,Delivered,2.9,TRUE
374,58,7376,4/30/2026,Failed,,FALSE
375,130,18842,4/20/2026,Delivered,3.9,FALSE
376,119,4837,5/13/2026,Delivered,4.3,TRUE
377,166,21211,5/10/2026,Delivered,3.8,TRUE
378,220,4874,4/15/2026,Delivered,3.2,FALSE
379,144,18059,4/15/2026,Delivered,4.7,FALSE
380,40,5864,5/2/2026,Delivered,4.3,TRUE
381,172,20486,4/18/2026,Delivered,4.3,FALSE
382,99,21469,4/30/2026,Failed,,FALSE
383,43,11429,5/1/2026,Delivered,4.7,FALSE
384,156,15387,5/11/2026,Delivered,4.5,FALSE
385,84,16359,4/17/2026,Delivered,4.4,FALSE
386,195,15464,4/16/2026,Delivered,4.5,FALSE
387,164,14271,5/9/2026,Failed,,FALSE
388,121,18549,4/24/2026,Delivered,4.3,FALSE
389,19,16065,5/2/2026,Delivered,4.7,FALSE
390,49,21704,5/10/2026,Delivered,4.8,FALSE
391,194,18118,4/24/2026,Delivered,4.2,FALSE
392,129,5845,4/22/2026,Delivered,4.1,TRUE
393,240,18343,5/10/2026,Delivered,4.9,FALSE
394,111,11498,5/3/2026,Delivered,3.8,FALSE
395,74,7656,4/25/2026,Failed,,FALSE
396,178,16683,4/28/2026,Delivered,4.7,FALSE
397,58,9295,4/22/2026,Delivered,4,FALSE
398,52,17231,5/2/2026,Delivered,3.8,TRUE
399,81,14019,4/30/2026,Delivered,4.5,FALSE
400,75,4102,5/4/2026,Failed,,FALSE
401,16,6767,4/24/2026,Delivered,4.7,FALSE
402,176,15081,5/11/2026,Delivered,4.7,TRUE
403,156,10446,4/26/2026,Delivered,4.9,FALSE
404,147,5227,4/15/2026,Delivered,4.5,TRUE
405,115,5655,4/16/2026,Delivered,4.6,FALSE
406,95,10494,4/15/2026,Delivered,5,TRUE
407,231,21660,5/10/2026,Delivered,4.6,FALSE
408,127,8326,4/19/2026,Delivered,4.6,FALSE
409,93,10865,5/8/2026,Delivered,4.1,TRUE
410,210,9091,5/3/2026,Failed,,FALSE
411,146,18451,5/8/2026,Failed,,TRUE
412,17,9336,4/16/2026,Delivered,4.4,FALSE
413,31,7013,4/22/2026,Delivered,4.1,FALSE
414,177,17924,4/28/2026,Failed,,FALSE
415,61,13680,4/29/2026,Failed,,FALSE
416,229,16349,4/15/2026,Delivered,3.6,FALSE
417,15,5575,4/25/2026,Delivered,4.8,FALSE
418,158,5268,4/26/2026,Delivered,4.3,FALSE
419,129,15344,4/16/2026,Failed,,FALSE
420,10,11011,4/27/2026,Delivered,4.6,FALSE
421,174,5138,4/20/2026,Delivered,4.2,FALSE
422,143,5910,5/2/2026,Delivered,4.1,FALSE
423,125,10865,5/3/2026,Delivered,4,TRUE
424,65,6455,4/20/2026,Failed,,FALSE
425,178,6593,4/27/2026,Delivered,4.5,FALSE
426,157,6545,4/18/2026,Delivered,4.5,FALSE
427,113,13669,4/18/2026,Delivered,4.1,FALSE
428,224,20264,4/18/2026,Delivered,3.1,TRUE
429,182,19326,5/9/2026,Delivered,4,FALSE
430,174,19025,5/4/2026,Delivered,4,FALSE
431,244,14211,4/15/2026,Delivered,4.6,TRUE
432,25,9232,4/15/2026,Delivered,3.9,FALSE
433,211,14451,5/10/2026,Delivered,2.7,FALSE
434,184,8222,5/13/2026,Delivered,4.9,FALSE
435,92,12746,4/21/2026,Delivered,4.6,FALSE
436,47,14180,4/19/2026,Delivered,5,FALSE
437,51,4087,5/13/2026,Delivered,4.7,FALSE
438,180,11850,5/3/2026,Delivered,4.6,FALSE
439,96,19802,4/23/2026,Failed,,TRUE
440,103,17946,5/13/2026,Failed,,FALSE
441,53,15620,4/29/2026,Delivered,4.8,FALSE
442,43,20043,4/30/2026,Delivered,4.7,FALSE
443,176,5376,5/5/2026,Delivered,4.8,FALSE
444,178,4562,5/9/2026,Failed,,FALSE
445,15,13929,4/15/2026,Failed,,FALSE
446,105,11065,4/29/2026,Delivered,4.4,FALSE
447,145,5630,4/27/2026,Delivered,4.6,FALSE
448,257,21673,5/6/2026,Cancelled,,TRUE
449,233,13254,4/24/2026,Failed,,FALSE
450,54,14194,4/19/2026,Delivered,4.9,TRUE
451,16,7939,4/27/2026,Failed,,FALSE
452,22,8758,5/12/2026,Delivered,4.6,FALSE
453,147,20339,5/7/2026,Delivered,4.4,TRUE
454,129,19868,5/2/2026,Delivered,3.9,FALSE
455,148,15404,4/28/2026,Delivered,4.5,FALSE
456,161,7129,5/5/2026,Failed,,FALSE
457,166,15760,4/19/2026,Delivered,4.3,FALSE
458,66,13295,4/25/2026,Delivered,4.4,FALSE
459,137,19969,5/4/2026,Delivered,4.3,FALSE
460,68,5388,5/11/2026,Delivered,4,FALSE
461,48,10520,4/28/2026,Delivered,4.3,FALSE
462,95,16965,5/7/2026,Failed,,TRUE
463,136,7793,4/28/2026,Delivered,3.8,TRUE
464,17,6302,5/10/2026,Delivered,4.6,FALSE
465,16,20034,5/9/2026,Delivered,4,FALSE
466,54,13300,4/26/2026,Failed,,FALSE
467,206,17104,5/3/2026,Delivered,2.8,TRUE
468,171,21870,4/15/2026,Failed,,FALSE
469,65,18947,5/8/2026,Delivered,4.5,FALSE
470,145,8761,5/3/2026,Delivered,4.5,TRUE
471,24,8137,5/2/2026,Failed,,FALSE
472,35,4298,5/11/2026,Failed,,FALSE
473,171,5733,4/19/2026,Failed,,FALSE
474,240,13566,5/6/2026,Delivered,4.4,FALSE
475,41,20236,4/25/2026,Delivered,4.4,TRUE
476,106,19747,5/12/2026,Failed,,FALSE
477,245,12678,4/15/2026,Failed,,FALSE
478,166,18483,5/3/2026,Delivered,4,TRUE
479,136,17785,4/25/2026,Delivered,4.5,FALSE
480,154,11356,5/6/2026,Delivered,4.7,FALSE
481,242,4128,5/2/2026,Delivered,4.3,FALSE
482,61,16380,5/7/2026,Delivered,4.2,TRUE
483,47,11669,5/11/2026,Delivered,4.8,FALSE
484,121,14164,4/19/2026,Delivered,4.7,TRUE
485,118,13938,4/29/2026,Failed,,FALSE
486,106,14064,4/30/2026,Failed,,FALSE
487,89,14398,4/21/2026,Failed,,FALSE
488,185,6144,4/18/2026,Delivered,4.7,TRUE
489,49,5805,4/19/2026,Failed,,FALSE
490,245,13910,5/11/2026,Delivered,4.3,FALSE
491,179,4095,4/22/2026,Delivered,4.4,FALSE
492,169,11837,4/24/2026,Delivered,4.1,FALSE
493,27,14963,5/8/2026,Failed,,TRUE
494,173,15811,5/13/2026,Delivered,4.9,FALSE
495,53,15525,4/26/2026,Failed,,FALSE
496,60,19310,4/18/2026,Delivered,3.8,FALSE
497,169,13190,4/21/2026,Delivered,4.6,FALSE
498,104,8307,5/4/2026,Delivered,3.9,FALSE
499,80,18034,5/14/2026,Delivered,4.3,TRUE
500,60,13319,5/7/2026,Delivered,4.5,FALSE
501,212,18936,5/9/2026,Failed,,FALSE
502,100,21339,5/12/2026,Delivered,4.5,FALSE
503,58,12186,4/25/2026,Failed,,FALSE
504,76,7151,4/17/2026,Delivered,4.4,FALSE
505,98,21046,5/8/2026,Delivered,4.6,FALSE
506,108,14137,4/26/2026,Delivered,5,FALSE
507,131,16269,5/4/2026,Delivered,3.9,TRUE
508,23,10888,4/29/2026,Delivered,4.8,FALSE
509,118,21198,4/30/2026,Delivered,4.1,FALSE
510,30,11181,4/21/2026,Delivered,4.5,FALSE
511,54,12578,4/16/2026,Delivered,4.9,FALSE
512,78,7290,4/30/2026,Delivered,4.7,TRUE
513,69,17238,5/11/2026,Delivered,4.1,FALSE
514,73,19054,5/13/2026,Delivered,4.7,FALSE
515,38,20563,5/4/2026,Failed,,FALSE
516,235,19428,4/14/2026,Delivered,4.2,TRUE
517,91,12862,4/27/2026,Delivered,4,TRUE
518,235,20488,4/24/2026,Delivered,4.1,TRUE
519,163,6308,5/11/2026,Failed,,TRUE
520,153,4586,5/8/2026,Delivered,4.8,TRUE
521,238,7146,5/11/2026,Delivered,4.2,TRUE
